track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
5m3LwvrAXhXFlzZ3nxcm5x,0.646,0.701,7,-6.633,1,0.0358,0.17,0.0,0.248,0.436,89.976,245382
4aqkICleG6HLRc2ygpWqN1,0.692,0.874,1,-4.632,1,0.0568,0.225,0.0,0.0636,0.874,129.983,251077
5vmN5FboWGKqb0MZuKfUJa,0.319,0.82,11,-3.862,1,0.152,0.21,0.0,0.0749,0.506,87.094,211440
0wUUUDuDxTwC27kE6kw1oL,0.644,0.483,5,-7.733,1,0.0371,0.301,0.0,0.114,0.291,119.972,223656
3Ues7YM3y8JYnTeu2OYFVH,0.557,0.406,2,-9.614,1,0.0463,0.708,1.57e-05,0.152,0.346,77.035,193247
1iKLxHlIBGKANB2LfXbpGQ,0.744,0.555,9,-8.288,1,0.0332,0.291,0.0101,0.103,0.445,139.955,198429
5Jr9SMmCzMN9CsvdDNhh6N,0.776,0.688,4,-8.552,1,0.0329,0.191,1.67e-06,0.214,0.898,127.971,225602
4xy6P7NgxEzaai4WUlVDsB,0.545,0.76,10,-5.152,1,0.0271,0.00907,4.45e-05,0.0564,0.631,90.052,223599
17fq6LtVwn5AvyAkVZZL4z,0.773,0.271,5,-12.229,1,0.038,0.902,0.00104,0.137,0.788,125.083,154999
5TA8eIdBIT8QFQcjTaXTdo,0.72,0.515,10,-6.011,0,0.0286,0.425,0.0,0.108,0.278,130.009,183136
2sS4bfcYRKMRAVk6HfNmYK,0.397,0.231,9,-11.577,1,0.0326,0.984,5.74e-05,0.0997,0.312,80.306,257280
5M5Kej5IPErlFEp8nZT8UO,0.686,0.513,0,-6.145,1,0.0722,0.519,0.0,0.282,0.513,84.995,170192
4JZVI1zcMGg3qlrLj8s728,0.699,0.554,2,-8.846,1,0.0267,0.413,0.00192,0.108,0.664,109.992,216484
2R7E1srMlJfMZWsyw0yjh2,0.627,0.754,3,-8.222,1,0.0314,0.352,0.00811,0.0839,0.692,125.025,198810
0ZVXBU8LCG0HutT5Oa8eI4,0.769,0.602,9,-7.3,1,0.0312,0.0923,0.0229,0.0594,0.527,104.992,227723
7JHsx9J7zW5jOeen4OufUT,0.551,0.173,5,-18.25,1,0.0328,0.706,0.0015,0.112,0.408,169.89,320916
4yOIDYK8ALNI5K9sdwE6kc,0.514,0.652,0,-3.589,0,0.0334,0.122,0.0,0.0673,0.304,129.998,172533
0wg3eXDIU3FkTkFDSG5dya,0.341,0.16,8,-14.002,1,0.0358,0.914,1.79e-05,0.109,0.259,168.287,208043
5SyigMsSY8uAV1m27fhnLD,0.695,0.337,2,-9.196,0,0.0419,0.846,0.000165,0.0643,0.184,122.0,267049
4MsOWApwFYowURf1CsztXP,0.7,0.546,4,-9.961,0,0.0519,0.762,1.11e-05,0.103,0.293,134.152,248894
3TN0iGCBNNPbuqD7DyAe7A,0.684,0.441,4,-12.147,1,0.0366,0.775,0.00557,0.241,0.819,117.009,236542
2vitrupqp6xBHhzy6aGP29,0.423,0.607,10,-7.816,1,0.0421,0.0755,3.73e-06,0.0713,0.415,199.837,232800
78w1YWDvOt2YuhljTtBVfJ,0.545,0.545,1,-9.355,1,0.0335,0.0913,0.00553,0.128,0.111,125.027,280892
7IroIG4xaUh87f3I2WxFkA,0.503,0.426,2,-12.417,1,0.0294,0.157,0.194,0.092,0.244,143.874,301669
45XJsGpFTyzbzeWK8VzR8S,0.696,0.615,10,-6.212,1,0.0345,0.206,2.53e-06,0.305,0.438,90.029,142003
3QrQsWbuMYaI4q4uDiiGpk,0.525,0.475,5,-10.633,0,0.0267,0.802,0.0636,0.0949,0.423,135.997,237923
2KsW481cLcJdtsYa3bWcWq,0.481,0.449,4,-8.857,1,0.0463,0.276,7.9e-05,0.145,0.418,185.949,346290
0pCVtVr8WwPfmi18UuJeoB,0.309,0.558,3,-7.322,1,0.0348,0.0783,0.0609,0.244,0.542,145.699,273621
4Ae6ScLqE5PDYouXr9IHNR,0.451,0.402,10,-11.973,1,0.0302,0.708,0.00127,0.288,0.0952,87.646,294583
0V9rj37SqxF06EOV809odq,0.544,0.781,8,-4.86,1,0.0352,0.00781,8.38e-05,0.132,0.422,124.869,254000
1ax06geCh4xRi4dGBs5p9D,0.566,0.173,4,-11.811,1,0.0291,0.899,0.0,0.287,0.288,109.774,199636
0S9E3lwPotusU4QRVVg2wC,0.448,0.436,0,-8.153,1,0.0297,0.464,0.000646,0.104,0.351,169.947,240000
4TDJ2Kd3Jh0ykPQeNkKHLp,0.612,0.668,4,-7.792,1,0.0547,0.00152,0.0236,0.122,0.524,120.024,204000
41SE77LHNAj911kYih7kmZ,0.614,0.429,9,-10.473,1,0.0264,0.499,0.0388,0.0724,0.25,139.912,403286
2L7y3slgMMdZKaVwSPAzQz,0.685,0.557,9,-7.183,1,0.0582,0.259,0.0,0.114,0.545,133.979,217973
3cOgXHh7vFpw2jyj4Ppxxz,0.744,0.288,7,-6.661,1,0.0321,0.815,0.0,0.113,0.564,109.977,320812
2iGeiOOKZ0GDZG9mNm0QGE,0.692,0.556,4,-7.454,1,0.0353,0.849,0.0843,0.0871,0.78,113.953,245435
4tq14Ac6Q77iGmIhgockU7,0.633,0.345,1,-17.946,1,0.0378,0.816,0.24,0.119,0.545,100.036,282180
3pT7wGF5w6Jhgj7w08dCeQ,0.468,0.484,9,-5.778,1,0.0359,0.726,0.0674,0.136,0.526,152.67,264342
2WGLRqSoF5wytphWekR3hH,0.674,0.568,1,-10.676,1,0.0277,0.017,0.0299,0.0928,0.348,95.989,170000
4P2LvLI8D2OmARL7lZMaMe,0.644,0.401,7,-9.869,1,0.0425,0.725,0.00031,0.312,0.41,140.079,222500
4TNGmau5QX3nxXK8ceB0tX,0.65,0.252,0,-12.38,1,0.0353,0.593,0.0,0.154,0.332,142.804,208075
