name,popularity,duration_ms,track_id,artist_id,artist_name,num_artists,album_id,release_date,playlist_id,playlist_name
Bangin,40,227723,0ZVXBU8LCG0HutT5Oa8eI4,5GB0qrWq0mz2OanyfhXGp0,Paul Pablo,1,1v0xYbW5NagAzjMeBWIM5A,2021-02-26,37i9dQZF1EIhkcT9SIIIOn,Happy OPM Mix
What Are We,54,320915,7JHsx9J7zW5jOeen4OufUT,31fsDbpNPKe346urriO4ma,mrld,1,1C19zBgMZssqTdeYZY2zS3,2020-05-22,37i9dQZF1EIhkcT9SIIIOn,Happy OPM Mix
Love Na Love Kita,22,172533,4yOIDYK8ALNI5K9sdwE6kc,5LjeS9Ayepynd2NQAeosRz,Jovit Baldivino,1,1DU8LHvpRHhNhzfMIAIiQu,2015-07-07,37i9dQZF1EIhkcT9SIIIOn,Happy OPM Mix
roses & sunflowers,47,208043,0wg3eXDIU3FkTkFDSG5dya,4acGozsQZscrP4YKMg2Xwn,Timmy Albert,1,0bRwXSaSaPA0q4HLc1moBe,2019-05-01,37i9dQZF1EIhkcT9SIIIOn,Happy OPM Mix
Uhaw,68,267049,5SyigMsSY8uAV1m27fhnLD,6Dp4LInLyMVA2qhRqQ6AGL,Dilaw,1,432KTeJ8URaOv2GduJw7K5,2022-11-18,0j1DsJ4OxzbWGYCRCblGI9,happy opm beats makes me happy
Sinderela,63,248894,4MsOWApwFYowURf1CsztXP,61nn6nOoLWjVC1ER2qFAvN,Cup of Joe,1,75CKoVyanOM8WDOVpvNhcv,2019-04-05,0j1DsJ4OxzbWGYCRCblGI9,happy opm beats makes me happy
Aphrodite - Aphrodite (Album Version),58,236541,3TN0iGCBNNPbuqD7DyAe7A,03KZ3tIgA3DSCU4o8PahVG,The Ridleys,1,4prgRUxaRi1OHVtCMrCbK2,2019-12-14,0j1DsJ4OxzbWGYCRCblGI9,happy opm beats makes me happy
Hintay,43,232800,2vitrupqp6xBHhzy6aGP29,"['2PfMott3D1hpVkngaG4FZK', '5VPEnjen5Hmkj0Tc60im3u']","['Sleep Alley', 'Up For Byes']",2,1exAzJDtJRZwtryrxvZ8Kw,2020-02-14,0j1DsJ4OxzbWGYCRCblGI9,happy opm beats makes me happy
Pag-Uwi,33,280891,78w1YWDvOt2YuhljTtBVfJ,2PfMott3D1hpVkngaG4FZK,Sleep Alley,1,5ScdOnFg7wW6u8rZEmWYYM,2021-03-12,0j1DsJ4OxzbWGYCRCblGI9,happy opm beats makes me happy
Alive,40,301668,7IroIG4xaUh87f3I2WxFkA,1hMAGfvamVXuSWBFQRFMeq,Over October,1,0JSEAaCxA14d56DYrlUCaB,2019-11-29,0j1DsJ4OxzbWGYCRCblGI9,happy opm beats makes me happy
A Day At A Time,44,142002,45XJsGpFTyzbzeWK8VzR8S,"['4jGPdu95icCKVF31CcFKbS', '5ebPSE9YI5aLeZ1Z2gkqjn']","['Gentle Bones', 'Clara Benin']",2,4o0TtRrfckZCm8yNzbZoH4,2021-03-05,0j1DsJ4OxzbWGYCRCblGI9,happy opm beats makes me happy
Milkyway,35,237923,3QrQsWbuMYaI4q4uDiiGpk,03KZ3tIgA3DSCU4o8PahVG,The Ridleys,1,6w0Bj5vav89kXf4kRX0SOC,2023-01-01,0j1DsJ4OxzbWGYCRCblGI9,happy opm beats makes me happy
Bulalakaw,28,346290,2KsW481cLcJdtsYa3bWcWq,6lTUjzrkveIemv9jnBVMfy,Matthew Hermosura,1,6iVKxy0Xj7TzIeu4KqxEhV,2022-07-29,0j1DsJ4OxzbWGYCRCblGI9,happy opm beats makes me happy
Meaningful Silence (Our Song),47,273620,0pCVtVr8WwPfmi18UuJeoB,03KZ3tIgA3DSCU4o8PahVG,The Ridleys,1,2hnNW4SAPC0saZsCsNGQjU,2017-06-03,0j1DsJ4OxzbWGYCRCblGI9,happy opm beats makes me happy
Dinamalayan,46,294583,4Ae6ScLqE5PDYouXr9IHNR,199ECS30J1oOc3Ftz93dsk,Ferdinand Aragon,1,15ttDPrSFEH34EZw8wpJww,2019-07-30,0j1DsJ4OxzbWGYCRCblGI9,happy opm beats makes me happy
Di Ka Sayang,58,254000,0V9rj37SqxF06EOV809odq,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,1,272Ej3MRWKl2sMQ284qyxr,2020-11-06,0j1DsJ4OxzbWGYCRCblGI9,happy opm beats makes me happy
Celeste,53,199636,1ax06geCh4xRi4dGBs5p9D,2AcrkelR47hApTQirQhv6F,Tothapi,1,4Hp38oiTO22R7onwSjX8ju,2022-10-21,0j1DsJ4OxzbWGYCRCblGI9,happy opm beats makes me happy
Leron (feat. Trisha Macapagal),42,240000,0S9E3lwPotusU4QRVVg2wC,"['2Ev7vtPI38BE2kQvwmH4ce', '6oF9fOWX7L88hNPKqWzB0O']","['Arthur Miguel', 'Trisha Macapagal']",2,0OVWJZkcHFVCzGuTw8Lauw,2022-08-24,0j1DsJ4OxzbWGYCRCblGI9,happy opm beats makes me happy
Sumama Ka Sakin,21,204000,4TDJ2Kd3Jh0ykPQeNkKHLp,5VPEnjen5Hmkj0Tc60im3u,Up For Byes,1,2HZoXOBpgMkqzixNtZnoFk,2019-10-25,0j1DsJ4OxzbWGYCRCblGI9,happy opm beats makes me happy
Sinta,60,403285,41SE77LHNAj911kYih7kmZ,51dRRpVbvYJNPe5fYQunm9,CLUBS,1,3ca7EeHKEMsCBqdHb1LnXS,2021-07-24,0j1DsJ4OxzbWGYCRCblGI9,happy opm beats makes me happy
Ginhawa,42,217973,2L7y3slgMMdZKaVwSPAzQz,0jKQrxK2zHqxyOAyIMrUQt,SUD,1,6xlKQHrZDSR1n52nZuG6L9,2021-08-27,0j1DsJ4OxzbWGYCRCblGI9,happy opm beats makes me happy
Alas Dose,55,320811,3cOgXHh7vFpw2jyj4Ppxxz,61nn6nOoLWjVC1ER2qFAvN,Cup of Joe,1,761nscOOtJFgpXje18Xl39,2019-11-08,0j1DsJ4OxzbWGYCRCblGI9,happy opm beats makes me happy
Aphrodite,53,245434,2iGeiOOKZ0GDZG9mNm0QGE,03KZ3tIgA3DSCU4o8PahVG,The Ridleys,1,3QIRTomKTJagC4gKD7WnFA,2016-03-23,0j1DsJ4OxzbWGYCRCblGI9,happy opm beats makes me happy
Germany & Rome,46,282180,4tq14Ac6Q77iGmIhgockU7,03KZ3tIgA3DSCU4o8PahVG,The Ridleys,1,4prgRUxaRi1OHVtCMrCbK2,2019-12-14,0j1DsJ4OxzbWGYCRCblGI9,happy opm beats makes me happy
dahan-dahan,60,264341,3pT7wGF5w6Jhgj7w08dCeQ,29zSTMejPhY0m7kwNQ9SPI,Lola Amour,1,0xWLRLBLyorsbEwOeWzklC,2022-10-12,0j1DsJ4OxzbWGYCRCblGI9,happy opm beats makes me happy
Different Shade of Blue,46,170000,2WGLRqSoF5wytphWekR3hH,7aerdWadzubpu06Oxysg6R,Paolo Sandejas,1,2orjH3lEX3NtFwZyVpitGl,2022-01-07,0j1DsJ4OxzbWGYCRCblGI9,happy opm beats makes me happy
Pancit (ft. Janine Berdin),53,222500,4P2LvLI8D2OmARL7lZMaMe,"['0a4r2EnsevvHCukoJ1xFwJ', '4qPhnQfRgdgcZEdXgENOnr']","['juan karlos', 'Janine Berdin']",2,1uz0l95IZ7JDJDUCqui3SU,2022-03-31,0j1DsJ4OxzbWGYCRCblGI9,happy opm beats makes me happy
