track_id,track_name,artist_id,artist_name,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,playlist_id,playlist_name
3AJwUDP919kvQ9QcozQPxg,Yellow,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,6ZG5lRT77aJ3btmArcykra,266773,2000-07-10,89,0.429,0.661,11.0,-7.227,1.0,0.0281,0.00239,0.000121,0.234,0.285,173.372,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
3JvKfv6T31zO0ini8iNItO,Another Love,2txHhyCwHjUEpJjWrEyqyX,Tom Odell,0Gf1yE895FKK4YWVRuAeg8,244360,2013-06-24,92,0.445,0.537,4.0,-8.532,0.0,0.04,0.695,1.65e-05,0.0944,0.131,122.769,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
0u2P5u6lvoDfwTYjAADbn4,lovely (with Khalid),6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,2sBB17RXTamvj7Ncps15AK,200185,2018-04-19,89,0.351,0.296,4.0,-10.109,0.0,0.0333,0.934,0.0,0.095,0.12,115.284,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
6UelLqGlWMcVH1E5c4H7lY,Watermelon Sugar,6KImCVD70vtIoJWnq6nGn3,Harry Styles,7xV2TzoaVc0ycW7fwBwAml,174000,2019-12-13,89,0.548,0.816,0.0,-4.209,1.0,0.0465,0.122,0.0,0.335,0.557,95.39,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
5O2P9iiztwhomNh8xkR9lJ,Night Changes,4AK6F7OLvEQ5QYCBNiQWHq,One Direction,4gCNyS7pidfK3rKWhB3JOY,226600,2014-11-17,88,0.672,0.52,8.0,-7.747,1.0,0.0353,0.859,0.0,0.115,0.37,120.001,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
6I3mqTwhRpn34SLVafSH7G,Ghost,1uNFoZAHBGtllmzznpCI3s,Justin Bieber,5dGWwsZ9iB2Xc3UKR0gif2,153190,2021-03-19,88,0.601,0.741,2.0,-5.569,1.0,0.0478,0.185,2.91e-05,0.415,0.441,153.96,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
7qiZfU4dY1lWllzX7mPBI3,Shape of You,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,3T4tUhGYeRNVUGevb0wThu,233712,2017-03-03,87,0.825,0.652,1.0,-3.183,0.0,0.0802,0.581,0.0,0.0931,0.931,95.977,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
4xqrdfXkTW4T0RauPLv3WA,Heather,4Uc8Dsxct0oMqx0P6i60ea,Conan Gray,2CMlkzFI2oDAy5MbyV7OV5,198040,2020-03-20,87,0.357,0.425,5.0,-7.301,1.0,0.0333,0.584,0.0,0.322,0.27,102.078,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
5uCax9HTNlzGybIStD3vDh,Say You Won't Let Go,4IWBUUAFIplrNtaOHcJPRM,James Arthur,7oiJYvEJHsmYtrgviAVIBD,211466,2016-10-28,87,0.358,0.557,10.0,-7.398,1.0,0.059,0.695,0.0,0.0902,0.494,85.043,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
5oO3drDxtziYU2H1X23ZIp,Love On The Brain,5pKCCKE2ajJHZ9KAiaK11H,Rihanna,4UlGauD7ROb3YbVOFMgW5u,224000,2016-01-28,87,0.509,0.637,4.0,-4.83,0.0,0.0471,0.0717,1.08e-05,0.0789,0.378,172.006,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
21jGcNKet2qwijlDFuPiPb,Circles,246dkjvS1zLTtiykXe5h60,Post Malone,4g1ZRSobMefqF6nelkgibi,215280,2019-09-06,86,0.695,0.762,0.0,-3.497,1.0,0.0395,0.192,0.00244,0.0863,0.553,120.042,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
1dGr1c8CrMLDpV6mPbImSI,Lover,06HL4z0CvFAxyc27GXpf02,Taylor Swift,1NAmidJlEaVgA3MpcPFYGq,221306,2019-08-23,86,0.359,0.543,7.0,-7.582,1.0,0.0919,0.492,1.58e-05,0.118,0.453,68.534,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
1zB4vmk8tFRmM9UULNzbLB,Thunder,53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,33pt9HBdGlAbRGBHQgsZsU,187146,2017-06-23,86,0.605,0.822,0.0,-4.833,1.0,0.0438,0.00671,0.134,0.147,0.288,167.997,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
1HNkqx9Ahdgi1Ixy2xkKkL,Photograph,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,1xn54DMo2qIqBuMqHtUsFd,258986,2014-06-21,86,0.614,0.379,4.0,-10.48,1.0,0.0476,0.607,0.000464,0.0986,0.201,107.989,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
02MWAaffLxlfxAUY7c5dvx,Heat Waves,4yvcSjfu4PC0CYQyLy4wSq,Glass Animals,0KTj6k94XZh0c6IEMfxeWV,238805,2020-08-06,86,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
6RUKPb4LETWmmr3iAEQktW,Something Just Like This,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,4JPguzRps3kuWDD5GS6oXr,247160,2017-04-07,85,0.617,0.635,11.0,-6.769,0.0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
3jjujdWJ72nww5eGnfs2E7,Adore You,6KImCVD70vtIoJWnq6nGn3,Harry Styles,7xV2TzoaVc0ycW7fwBwAml,207133,2019-12-13,85,0.676,0.771,8.0,-3.675,1.0,0.0483,0.0237,7e-06,0.102,0.569,99.048,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
75JFxkI2RXiU7L9VXzMkle,The Scientist,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,0RHX9XECH8IVI3LNgWDpmQ,309600,2002-08-08,85,0.557,0.442,5.0,-7.224,1.0,0.0243,0.731,1.46e-05,0.11,0.213,146.277,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
2gMXnyrvIjhVBUZwvLZDMP,Before You Go,4GNC7GD6oZMSxPGyXy4MNB,Lewis Capaldi,2wiPF3m0ylst0JSk1IvZL8,215106,2019-11-22,85,0.459,0.575,3.0,-4.858,1.0,0.0573,0.604,0.0,0.0885,0.183,111.881,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
50kpGaPAhYJ3sGmk6vplg0,Love Yourself,1uNFoZAHBGtllmzznpCI3s,Justin Bieber,6Fr2rQkZ383FcMqFyT7yPr,233720,2015-11-13,85,0.609,0.378,4.0,-9.828,1.0,0.438,0.835,0.0,0.28,0.515,100.418,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
1mXVgsBdtIVeCLJnSnmtdV,Too Good At Goodbyes,2wY79sveU1sp5g7SokKOiI,Sam Smith,3TJz2UBNYJtlEly0sPeNrQ,201000,2017-11-03,84,0.681,0.372,5.0,-8.237,1.0,0.0432,0.64,0.0,0.169,0.476,91.873,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
6Qyc6fS4DsZjB2mRW9DsQs,Iris,2sil8z5kiy4r76CRTXxBCA,The Goo Goo Dolls,4UMjBXcRqIgMZ1XumU2x5T,289533,1998-09-11,84,0.315,0.715,11.0,-8.072,0.0,0.0362,0.00125,7.97e-06,0.0942,0.497,155.925,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
34gCuhDGsG4bRPIf9bb02f,Thinking out Loud,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,1xn54DMo2qIqBuMqHtUsFd,281560,2014-06-21,84,0.781,0.445,2.0,-6.061,1.0,0.0295,0.474,0.0,0.184,0.591,78.998,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
5Ohxk2dO5COHF1krpoPigN,Sign of the Times,6KImCVD70vtIoJWnq6nGn3,Harry Styles,1FZKIm3JVDCxTchXDo5jOV,340706,2017-05-12,84,0.516,0.595,5.0,-4.63,1.0,0.0313,0.0275,0.0,0.109,0.222,119.972,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
6nek1Nin9q48AVZcWs9e9D,Paradise,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,2R7iJz5uaHjLEVnMkloO18,278719,2011-10-24,84,0.449,0.585,5.0,-6.761,1.0,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
35ovElsgyAtQwYPYnZJECg,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,5pKCCKE2ajJHZ9KAiaK11H,Rihanna,3Zzv75PyROH6AMeXN1Yr1h,196519,2022-10-28,83,0.247,0.299,9.0,-6.083,1.0,0.0315,0.899,0.0,0.131,0.172,177.115,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
4nVBt6MZDDP6tRVdQTgxJg,Story of My Life,4AK6F7OLvEQ5QYCBNiQWHq,One Direction,7p1fX8aUySrBdx4WSYspOu,245493,2013-11-25,83,0.6,0.663,3.0,-5.802,1.0,0.0477,0.225,0.0,0.119,0.286,121.07,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
7BqBn9nzAq8spo5e7cZ0dJ,Just the Way You Are,0du5cEVh5yTK9QJze8zA0C,Bruno Mars,1uyf3l2d4XYwiEqAb7t7fX,220734,2010-10-05,83,0.635,0.841,5.0,-5.379,1.0,0.0422,0.0134,0.0,0.0622,0.424,109.021,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
45bE4HXI0AwGZXfZtMp8JR,you broke me first,45dkTj5sMRSjrmBSBeiHym,Tate McRae,1RWiRfdNZKDe8VXzzf2VEc,169265,2020-04-17,83,0.667,0.373,4.0,-9.389,1.0,0.05,0.785,0.0,0.0906,0.0823,124.148,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
5Nm9ERjJZ5oyfXZTECKmRt,Stay With Me,2wY79sveU1sp5g7SokKOiI,Sam Smith,08jWgM4vSkTose4blKBWov,172723,2014-05-26,84,0.418,0.42,0.0,-6.444,1.0,0.0414,0.588,6.39e-05,0.11,0.184,84.094,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
4l0Mvzj72xxOpRrp6h8nHi,Lose You To Love Me,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,3YPFaTR7WMi1Hd4NVKdCJx,206458,2020-01-10,83,0.488,0.343,4.0,-8.985,1.0,0.0436,0.556,0.0,0.21,0.0978,102.819,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
4cktbXiXOapiLBMprHFErI,Memories,04gDigrS5kc9YWfZHwBETP,Maroon 5,1pCA38N6MkLlthXtAOvZTU,189486,2021-06-11,83,0.775,0.327,11.0,-7.241,1.0,0.0557,0.841,0.0,0.0821,0.595,91.05,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
4HlFJV71xXKIGcU3kRyttv,"Hey, Soul Sister",3FUY2gzHeIiaesXtOAdB7A,Train,1CwXS6MAz8Wo7K4TzW9iuR,216773,2010-12-01,83,0.673,0.886,1.0,-4.44,0.0,0.0431,0.185,0.0,0.0826,0.795,97.012,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
7LVHVU3tWfcxj5aiPFEW4Q,Fix You,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,4E7bV0pzG0LciBSWTszra6,295533,2005-06-07,83,0.209,0.417,3.0,-8.74,1.0,0.0338,0.164,0.00196,0.113,0.124,138.178,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
0EcQcdcbQeVJn9fknj44Be,I Like Me Better,5JZ7CnR6gTvEMKX4g70Amv,Lauv,71cQY3dUThCY6vVKaUIXqR,197436,2018-05-31,82,0.753,0.505,9.0,-7.621,1.0,0.255,0.534,2.58e-06,0.104,0.419,91.972,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
1mKXFLRA179hdOWQBwUk9e,Just Give Me a Reason (feat. Nate Ruess),1KCSPY1glIKqW2TotWuXOR,P!nk,2Q9oTK48eb85waX1fFJsvj,242733,2012-09-18,82,0.778,0.547,2.0,-7.273,1.0,0.0489,0.346,0.000302,0.132,0.441,95.002,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
2iuZJX9X9P0GKaE93xcPjk,Sugar,04gDigrS5kc9YWfZHwBETP,Maroon 5,2Auw0pTT6EcQdvHNimhLQI,235493,2014-09-02,82,0.748,0.788,1.0,-7.055,1.0,0.0334,0.0591,0.0,0.0863,0.884,120.076,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
6FZDfxM3a3UCqtzo5pxSLZ,Without Me,26VFTg2z8YR0cCuwLzESi2,Halsey,68enXe5XcJdciSDAZr0Alr,201660,2020-01-17,82,0.752,0.488,6.0,-7.05,1.0,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
77loZpT5Y5PRP1S451P9Yz,The Reason,2MqhkhX4npxDZ62ObR5ELO,Hoobastank,2zE1YKY7Okj10Tjl09jjth,232800,2003-12-09,82,0.472,0.671,4.0,-4.649,1.0,0.029,0.0129,0.0,0.159,0.0681,82.952,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
2vwlzO0Qp8kfEtzTsCXfyE,Wrecking Ball,5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,3RDqXDc1bAETps54MSSOW0,221360,2013-10-04,82,0.53,0.422,5.0,-6.262,1.0,0.0342,0.407,0.0,0.107,0.349,119.964,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
3FeVmId7tL5YN8B7R3imoM,My Universe,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,39McjovZ3M6n5SFtNmWTdp,228000,2021-09-24,83,0.588,0.701,9.0,-6.39,1.0,0.0402,0.00813,0.0,0.2,0.443,104.988,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
0AS63m1wHv9n4VVRizK6Hc,Mercy,7n2wHs1TKAczGzO7Dd2rGr,Shawn Mendes,3wBabo4pmzsYjALMSKY7Iq,208733,2017-04-20,82,0.555,0.662,11.0,-4.952,0.0,0.0827,0.125,0.0,0.111,0.356,148.128,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
4HBZA5flZLE435QTztThqH,Stuck with U (with Justin Bieber),66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,5mUdh6YWnUvf0MfklEk1oi,228482,2020-05-08,82,0.597,0.45,8.0,-6.658,1.0,0.0418,0.223,0.0,0.382,0.537,178.765,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
3FAJ6O0NOHQV8Mc5Ri6ENp,Heartbreak Anniversary,4fxd5Ee7UefO4CUXgwJ7IP,Giveon,1zHR48K6XtWYm6bhrw4J6C,198370,2020-03-27,82,0.449,0.465,0.0,-8.964,1.0,0.0791,0.524,1.02e-06,0.303,0.543,89.087,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
73CMRj62VK8nUS4ezD2wvi,Set Fire to the Rain,4dpARuHxo51G3z768sgnrY,Adele,0Lg1uZvI312TPqxNWShFXL,242973,2011-01-24,82,0.603,0.67,2.0,-3.882,0.0,0.0249,0.00408,1.68e-06,0.112,0.446,107.993,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
5r43qanLhUCdBj8HN3fa6B,Sunshine,5Pwc4xIPtQLFEnJriah9YJ,OneRepublic,2YSlIS6gM38w7ZJNj8F3s6,163854,2021-11-10,81,0.697,0.875,5.0,-4.621,1.0,0.034,0.137,0.0,0.28,0.774,140.069,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
5hnyJvgoWiQUYZttV4wXy6,Chasing Cars,3rIZMv9rysU7JkLzEaC5Jp,Snow Patrol,3k7bXPw2u0C0SBKPMsgMS3,267960,2006-01-01,81,0.56,0.595,9.0,-4.53,1.0,0.0274,0.199,6.47e-05,0.132,0.144,104.011,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
22vgEDb5hykfaTwLuskFGD,Sucker,7gOdHgIoIKoe4i9Tta6qdD,Jonas Brothers,1Uf67JAtkVWfdydzFFqNF2,181026,2019-06-07,81,0.842,0.734,1.0,-5.065,0.0,0.0588,0.0427,0.0,0.106,0.952,137.958,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
3JvrhDOgAt6p7K8mDyZwRd,Riptide,10exVja0key0uqUkk6LJRT,Vance Joy,5S9b8euumqMhQbMk0zzQdH,204280,2014-09-09,81,0.484,0.731,1.0,-6.694,1.0,0.0379,0.431,0.0,0.151,0.51,101.654,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
5kqIPrATaCc2LqxVWzQGbk,7 Years,25u4wHJWxCA9vO0CzxAbK7,Lukas Graham,4rFrdkSWs0dtj0rWPzOk1v,237300,2016-04-01,81,0.765,0.473,10.0,-5.829,1.0,0.0514,0.287,0.0,0.391,0.34,119.992,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
2BOqDYLOJBiMOXShCV1neZ,Dancing On My Own,6ydoSd3N2mwgwBHtF6K7eX,Calum Scott,6Vip5A5NmEazvKuxj6GLYf,260285,2018-03-09,81,0.681,0.174,1.0,-8.745,1.0,0.0315,0.837,3.35e-05,0.0983,0.231,112.672,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
1c8gk2PeTE04A1pIDH9YMk,Rolling in the Deep,4dpARuHxo51G3z768sgnrY,Adele,0Lg1uZvI312TPqxNWShFXL,228093,2011-01-24,81,0.73,0.769,8.0,-5.114,1.0,0.0298,0.138,0.0,0.0473,0.507,104.948,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
6ECp64rv50XVz93WvxXMGF,This Love,04gDigrS5kc9YWfZHwBETP,Maroon 5,5zClcGCSWj926AMjvBNSLc,206200,2002,81,0.712,0.862,5.0,-4.612,0.0,0.0378,0.0525,0.0,0.093,0.809,95.051,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
1EzrEOXmMH3G43AXT1y7pA,I'm Yours,4phGZZrJZRo4ElhRtViYdl,Jason Mraz,04G0YylSjvDQZrjOfE5jA5,242946,2008-05-12,80,0.703,0.444,11.0,-9.331,1.0,0.0417,0.559,0.0,0.0973,0.712,150.96,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
09IStsImFySgyp0pIQdqAc,The Middle,2qxJFvFYMEDqd7ui6kSAcq,Zedd,7nEiwcUSwycvC77kZ9ub7c,184732,2018-01-23,80,0.753,0.657,7.0,-3.061,1.0,0.0449,0.171,0.0,0.112,0.437,107.01,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
2dLLR6qlu5UJ5gk0dKz0h3,Royals,163tK9Wjr9P9DmM0AVK7lm,Lorde,0rmhjUgoVa17LZuS8xWQ3v,190185,2013-09-27,80,0.674,0.428,7.0,-9.504,1.0,0.122,0.121,0.0,0.132,0.337,84.878,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
5xEM5hIgJ1jjgcEBfpkt2F,Complicated,0p4nmQO2msCgU4IF37Wi3j,Avril Lavigne,3zXjR3y2dUWklKmmp6lEhy,244506,2002-06-04,80,0.585,0.776,5.0,-5.898,1.0,0.0459,0.0572,7.74e-06,0.3,0.427,77.987,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
0TK2YIli7K1leLovkQiNik,Señorita,7n2wHs1TKAczGzO7Dd2rGr,Shawn Mendes,2ZaX1FdZCwchXl1QZiD4O4,190960,2019-06-21,79,0.759,0.54,9.0,-6.039,0.0,0.0287,0.037,0.0,0.0945,0.75,116.947,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
2TeLIzFBe3hxkPR5FIQZut,Like I Can,2wY79sveU1sp5g7SokKOiI,Sam Smith,08jWgM4vSkTose4blKBWov,167065,2014-05-26,79,0.656,0.627,7.0,-6.627,0.0,0.0379,0.343,2.17e-05,0.124,0.481,99.933,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
0lx2cLdOt3piJbcaXIV74f,willow,06HL4z0CvFAxyc27GXpf02,Taylor Swift,2Xoteh7uEpea4TohMxjtaq,214706,2020-12-11,79,0.392,0.574,7.0,-9.195,1.0,0.17,0.833,0.00179,0.145,0.529,81.112,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
4llK75pXNWZz6KAho2Gp16,She Will Be Loved - Radio Mix,04gDigrS5kc9YWfZHwBETP,Maroon 5,5zClcGCSWj926AMjvBNSLc,259453,2002,80,0.651,0.663,0.0,-5.569,0.0,0.0281,0.228,0.0,0.0994,0.465,102.0,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
1zwMYTA5nlNjZxYrvBB2pV,Someone Like You,4dpARuHxo51G3z768sgnrY,Adele,0Lg1uZvI312TPqxNWShFXL,285240,2011-01-24,80,0.556,0.319,9.0,-8.251,1.0,0.0281,0.893,0.0,0.0996,0.294,135.187,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
5DqdesEfbRyOlSS3Tf6c29,It's You,4rTv3Ejc7hKMtmoBOK1B4T,Ali Gatie,63Kr9mdWxT7mB2AKgf4rCa,212606,2019-11-08,79,0.732,0.463,11.0,-6.972,0.0,0.0287,0.374,0.0,0.194,0.397,95.971,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
5Hroj5K7vLpIG4FNCRIjbP,Best Day Of My Life,0MlOPi3zIDMVrfA9R04Fe3,American Authors,0V4laGZGshNCpurfIdUhHv,194240,2014-01-01,79,0.673,0.902,2.0,-2.392,1.0,0.0346,0.0591,0.000262,0.0558,0.538,100.012,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
3EPXxR3ImUwfayaurPi3cm,Be Alright,3QSQFmccmX81fWCUSPTS7y,Dean Lewis,0YZLXTaHLcgl5UdtKDiUXD,196373,2018-06-29,79,0.553,0.586,11.0,-6.319,1.0,0.0362,0.697,0.0,0.0813,0.443,126.684,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
2UikqkwBv7aIvlixeVXHWt,You Should Probably Leave,4YLtscXsxbVgi031ovDDdh,Chris Stapleton,0sOeI7pbAmIc8aDFyvkBUW,213493,2020-11-13,79,0.602,0.477,9.0,-8.425,1.0,0.032,0.268,3.1e-05,0.173,0.552,183.89,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
1Xi84slp6FryDSCbzq4UCD,Arcade,3klZnJvYGIbWritVwQD434,Duncan Laurence,7BISGeB7QwhqRIadxuLHfG,183624,2019-03-07,79,0.45,0.329,9.0,-12.603,0.0,0.0441,0.818,0.00109,0.135,0.266,71.884,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
009ImBOrIUlWgla8U05RAC,Unconditionally,6jJ0s89eD6GaHleKKya26X,Katy Perry,3jB9yFDwRe3KhtGnHXJntk,228878,2013-01-01,79,0.432,0.725,7.0,-4.862,1.0,0.0431,0.00273,0.0,0.208,0.353,128.902,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
2YlZnw2ikdb837oKMKjBkW,Like I'm Gonna Lose You (feat. John Legend),6JL8zeS1NmiOftqZTRgdTz,Meghan Trainor,5W98Ab4VvQEuFEE4TIe5fE,225053,2015-01-09,79,0.63,0.53,0.0,-7.259,1.0,0.0434,0.4,0.0,0.177,0.417,108.038,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
3yMC1KsTwh0ceXdIe4QQAQ,Fingers Crossed,79AyR6ATpj2LTPxfb6FX50,Lauren Spencer Smith,7i5dqey54xo8F2flVer0yY,175344,2022-01-05,79,0.56,0.473,5.0,-7.23,1.0,0.0533,0.618,0.0,0.31,0.441,109.414,37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits
